ref,word,sourceid,synset_id,gloss,alternate_words
chz6j7udgp_hiya.mp4,underdone,4,300589944,insufficiently cooked,"half-baked, underdone"
foa2d14qrp_hiya.mp4,underdrawers,4,103116512,(usually in the plural) underpants worn by men,"boxers, boxershorts, drawers, shorts, underdrawers"
2mewnh0nbs_hiya.mp4,undereducated,4,300797153,poorly or insufficiently educated,undereducated
ws5ct8vccp_hiya.mp4,underemployed,4,301045058,"employed only part-time when one needs full-time employment or not making full use of your skills; ""migrants are likely to be poor and underemployed""; ""able people are kept underemployed""",underemployed
mppyxiisz3_hiya.mp4,underestimate,102,200648935,"make too low an estimate of; ""he underestimated the work that went into the renovation""; ""Don''t underestimate the danger of such a raft trip on this river""","underestimate, underrate"
y8bboar0z3_hiya.mp4,underexpose,4,202052114,"expose insufficiently; ""The child was underexposed to language""",underexpose
024ks0zuwq_hiya.mp4,underfed,4,302219475,"not getting adequate food; ""gaunt underfed children""; ""badly undernourished""","ill-fed, underfed, undernourished"
puzxxed0p7_hiya.mp4,underfill,8,,,
pm7ebuag4j_hiya.mp4,underfloor,4,,,
2fpogl3vjw_hiya.mp4,underfoot,4,400247758,"under the feet; ""trampled the beans underfoot""; ""green grass growing underfoot""",underfoot
q1mcopthxp_hiya.mp4,underformed,4,,,
zegmcztq8z_hiya.mp4,underfunded,4,,,
z7lx6haba9_hiya.mp4,underfur,4,101818009,thick soft fur lying beneath the longer and coarser guard hair,"undercoat, underfur"
enaxe0lmhh_hiya.mp4,underfurnish,4,,,
p02haqqmni_hiya.mp4,undergarment,4,104334113,a garment worn under other garments,undergarment
pi5izz7hse_hiya.mp4,undergo,4,202047097,"of mental or physical states or experiences; ""get an idea""; ""experience vertigo""; ""get nauseous""; ""undergo a strange sensation""; ""The chemical undergoes a sudden change""; ""The fluid undergoes shear""; ""receive injuries""; ""have a feeling""","experience, get, have, receive, undergo"
ovf3qn7wo8_hiya.mp4,undergrad,4,110035944,a university student who has not yet received a first degree,"undergrad, undergraduate"
fuxv4mgll6_hiya.mp4,undergraduate,76,110035944,a university student who has not yet received a first degree,"undergrad, undergraduate"
2krnrqgfql_hiya.mp4,underground,4,302384590,"under the level of the ground; ""belowground storage areas""; ""underground caverns""","belowground, underground"
14vcqysglo_hiya.mp4,underground railroad,70,100055520,abolitionists secret aid to escaping slaves; pre-Civil War in US,"Underground_Railroad, Underground_Railway"
nlpaatyo3y_hiya.mp4,undergrowth,4,107927182,the brush (small trees and bushes and ferns etc.) growing beneath taller trees in a wood or forest,"underbrush, undergrowth, underwood"
si1kafnq0i_hiya.mp4,underhand,4,400492010,"with the hand swung below shoulder level''; ""throwing a ball underarm""","underarm, underhand"
4ho7qzg5oi_hiya.mp4,underhanded,4,302237627,"marked by deception; ""achieved success in business only by underhand methods""","sneaky, underhand, underhanded"
ipulskfx9i_hiya.mp4,underinsured,4,,,
78v5prmxlo_hiya.mp4,underlain,4,,,
obymchsjkg_hiya.mp4,underlay,4,201454882,"put (something) under or beneath; ""They underlaid athe shingles with roofing paper""",underlay
yk4ygd3rwe_hiya.mp4,underline,4,106383519,a line drawn underneath (especially under written matter),"underline, underscore"
fmjesmb8my_hiya.mp4,underling,4,109974504,an assistant subject to the authority or control of another,"foot_soldier, subordinate, subsidiary, underling"
xfpfqrlawq_hiya.mp4,underlip,4,,,
6zdze0r9xa_hiya.mp4,undermanned,4,300055590,"inadequate in number of workers or assistants etc.; ""they''re rather short-handed at the moment""; ""overcrowded and understaffed hospitals""","short-handed, short-staffed, undermanned, understaffed"
3jekwmn1tc_hiya.mp4,undermine,4,202468421,"destroy property or hinder normal operations; ""The Resistance sabotaged railroad operations during the war""","counteract, countermine, sabotage, subvert, undermine, weaken"
lwtqtbty3n_hiya.mp4,undermost,4,,,
1ar4i5yfv6_hiya.mp4,underneath,78,400492726,"beneath by way of support; ""a house with a good foundation underneath""",underneath
cdnaqngosu_hiya.mp4,undernourished,4,302219475,"not getting adequate food; ""gaunt underfed children""; ""badly undernourished""","ill-fed, underfed, undernourished"
m4iotkk90b_hiya.mp4,underpaid,4,,,
pbwuuitd9a_hiya.mp4,underpants,4,104334423,an undergarment that covers the body from the waist no further than to the thighs; usually worn next to the skin,underpants
k81b76kxbo_hiya.mp4,underpants,9,104334846,undergarment worn next to the skin and under the outer garments,"underclothes, underclothing, underwear"
qoyeczjhbv_hiya.mp4,underpart,4,101818138,"a part lying on the lower side or underneath an animal''s body; ""the warbler has a white throat and underparts""; ""a woodland mouse with white underparts""",underpart
2d7chidk95_hiya.mp4,underpass,4,104334701,an underground tunnel or passage enabling pedestrians to cross a road or railway,"subway, underpass"
wklqhm9cts_hiya.mp4,underpin,4,201181990,support from beneath,underpin
nuxaf8hxvf_hiya.mp4,underpirces,4,,,
krxfcsdvb6_hiya.mp4,underplay,4,201104232,play a card lower than (a held high card),underplay
ss2rowgrfy_hiya.mp4,underpopulated,4,301264371,"having a lower population density than normal or desirable; ""the richly endowed but underpopulated Ivory Coast""",underpopulated
waitnlazwa_hiya.mp4,underprivileged,4,301803197,lacking the rights and advantages of other members of society,underprivileged
xgrnkg2yyr_hiya.mp4,underproduce,4,201576818,"produce below capacity or demand; ""The East German factories were underproducing for many years""",underproduce
wyohwqr0dw_hiya.mp4,underrate,4,200648935,"make too low an estimate of; ""he underestimated the work that went into the renovation""; ""Don''t underestimate the danger of such a raft trip on this river""","underestimate, underrate"
um3gi1edsk_hiya.mp4,underreport,4,,,
2kit7ywqyx_hiya.mp4,underrepresented,4,,,
zrnt3pflpe_hiya.mp4,underscore,104,500000265,"low dash ""_""; ""his wifi password was there_is_no_password, with underscores instead of spaces""",underscore
zahcj5mxou_hiya.mp4,underscore,4,106383519,a line drawn underneath (especially under written matter),"underline, underscore"
r1nzgy6pua_hiya.mp4,undersea,4,302384743,beneath the surface of the sea,"submarine, undersea"
bpbgji2hpr_hiya.mp4,undersecretaries,4,110036130,a secretary immediately subordinate to the head of a department of government,undersecretary
pm9305zfzb_hiya.mp4,undersell,4,202283843,sell cheaper than one''s competition,"undercut, undersell"
rkvggjytwm_hiya.mp4,underserve,4,,,
7ofw4vcyzf_hiya.mp4,undersexed,4,302069519,having a subnormal degree of sexual desire,undersexed
jwcvkhfwvc_hiya.mp4,undershirt,4,104061777,a collarless men''s undergarment for the upper part of the body,"singlet, undershirt, vest"
iiepslqphp_hiya.mp4,undershoot,4,201117008,shoot short of or below (a target),undershoot
6j271zgrw5_hiya.mp4,underside,4,107993412,the lower side of anything,"bottom, underside, undersurface"
vqpltpjfsz_hiya.mp4,undersign,4,200964513,"sign at the bottom of (a document, for example)",undersign
czoidfc0qc_hiya.mp4,undersize,4,301346945,smaller than normal for its kind,"undersize, undersized"
msm4bhlgt6_hiya.mp4,underskirt,4,103772858,undergarment worn under a skirt,"half-slip, petticoat, underskirt"
lubmejqevl_hiya.mp4,underspend,4,202201088,spend at less than the normal rate,underspend
lythnuj3uk_hiya.mp4,understaffed,4,300055590,"inadequate in number of workers or assistants etc.; ""they''re rather short-handed at the moment""; ""overcrowded and understaffed hospitals""","short-handed, short-staffed, undermanned, understaffed"
vofasaebv1_hiya.mp4,understand,105,200570184,"know and comprehend the nature or meaning of; ""She did not understand her husband""; ""I understand what she means""",understand
ibnpmkklcq_hiya.mp4,understand,55,200572258,"perceive (an idea or situation) mentally; ""Now I see!""; ""I just can''t see your point""; ""Does she realize how important this decision is?""; ""I don''t understand the idea""","realise, realize, see, understand"
ghw0qh7nuw_hiya.mp4,understand,4,200569596,"get the meaning of something; ""Do you comprehend the meaning of this letter?""","apprehend, compass, comprehend, dig, get_the_picture, grasp, savvy"
2dtm4xiqie_hiya.mp4,understand little,76,,,
2uqz0trsw3_hiya.mp4,understandable,4,300504856,capable of being apprehended or understood,"apprehensible, graspable, intelligible, perceivable, understandable"
9jes2xjlbo_hiya.mp4,understanding,12,105823004,"an inclination to support or be loyal to or to agree with an opinion; ""his sympathies were always with the underdog""; ""I knew I could count on his understanding""","sympathy, understanding"
bunyfcflwo_hiya.mp4,understanding-compassionate,4,,,
dhwwblafna_hiya.mp4,understate,4,200813749,represent as less significant or important,"downplay, minimise, minimize, understate"
sapkj9rde3_hiya.mp4,understock,4,202256514,stock with less than the usual or desirable number or quantity,understock
ukcsdpzkgn_hiya.mp4,understood,104,301330947,"fully apprehended as to purport or meaning or explanation; ""the understood conditions of troop withdrawal were clear""",understood
gsl9gfvs7n_hiya.mp4,understudied,4,,,
naroyjsask_hiya.mp4,undertake,4,201604392,enter upon an activity or enterprise,"attempt, set_about, undertake"
wmi2llq8gh_hiya.mp4,undertaker,4,109663443,one whose business is the management of funerals,"funeral_director, funeral_undertaker, mortician, undertaker"
iwv4cbv9jw_hiya.mp4,undertone,4,104703039,a pale or subdued color,"tinge, undertone"
xktn3z5mtv_hiya.mp4,undertow,4,106950992,the seaward undercurrent created after waves have broken on the shore,"sea-poose, sea-purse, sea-puss, sea_purse, sea_puss, undertow"
7btbhqmqy1_hiya.mp4,underused,4,,,
nlaxbxoelp_hiya.mp4,underwater,104,302384840,"beneath the surface of the water; ""submerged rocks""","submerged, submersed, underwater"
ly6bmkyx3b_hiya.mp4,underway,4,300635665,"currently in progress; ""there is mischief afoot""; ""plans are afoot""; ""preparations for the trial are underway""","afoot, underway"
qllyirhuil_hiya.mp4,underwear,104,104334846,undergarment worn next to the skin and under the outer garments,"underclothes, underclothing, underwear"
znoalopoju_hiya.mp4,underwear (boys),,104334846,undergarment worn next to the skin and under the outer garments,"underclothes, underclothing, underwear"
icw7vtnctc_hiya.mp4,underwear (girl),,104334846,undergarment worn next to the skin and under the outer garments,"underclothes, underclothing, underwear"
3oszltrgxs_hiya.mp4,underwhelm,4,,,
4vlwokdfmk_hiya.mp4,underwire,4,,,
pfuwotg4k7_hiya.mp4,underworld,4,107746606,the criminal class,underworld
ozjlytckuh_hiya.mp4,underwrite,4,200860328,"guarantee financial support of; ""The opera tour was subvented by a bank""","subvent, subvention, underwrite"
5ld4uc7uda_hiya.mp4,underwriter,4,107580286,a financial institution that sells insurance,"insurance_company, insurance_firm, insurance_underwriter, insurer, underwriter"
hcilhtrwvy_hiya.mp4,undeserved,4,301324950,"not deserved or earned; ""has an undeserved reputation as a coward""",undeserved
ilqbgkmjbh_hiya.mp4,undesirability,4,104853999,the quality possessed by something that should be avoided,undesirability
uq00sh2ck9_hiya.mp4,undesirable,4,300702968,"not desirable; ""undesirable impurities in steel""; ""legislation excluding undesirable aliens""",undesirable
ov6ahbwmlc_hiya.mp4,undestroyable,4,300707721,not capable of being destroyed,undestroyable
bkisfmopil_hiya.mp4,undetectable,4,301694504,"barely able to be perceived; ""the transition was almost indiscernible""; ""an almost insensible change""","indiscernible, insensible, undetectable"
gh2zz7xzni_hiya.mp4,undetected,4,301559732,"not perceived or discerned; ""they feared some undetected trace of poison""; ""she looked around to be sure her faux pas was undetected""",undetected
asiv7rfzfh_hiya.mp4,undetermined,4,302065659,"not brought to a conclusion; subject to further thought; ""an open question""; ""our position on this bill is still undecided""; ""our lawsuit is still undetermined""","open, undecided, undetermined, unresolved"
ns4quy4d4y_hiya.mp4,undeterred,4,301927099,"not deterred; ""pursued his own path...undeterred by lack of popular appreciation and understanding""- Osbert Sitwell","undeterred, undiscouraged"
cdnl3souw1_hiya.mp4,undeveloped,4,300711647,"not developed; ""courses in interior design were rare and undeveloped""; ""undeveloped social awareness""",undeveloped
kztowmmfr9_hiya.mp4,undeviating,4,300694011,"used of values and principles; not subject to change; steady; ""undeviating loyalty""",undeviating
ctczep7qk3_hiya.mp4,undiagnosed,4,301330103,"eluding diagnosis; ""undiagnosed disease""",undiagnosed
1bfcldlayx_hiya.mp4,undid,4,,,
n2npej7hze_hiya.mp4,undifferentiated,4,300713968,not differentiated,"undifferentiated, uniform"
nrlehrhgsf_hiya.mp4,undigested,4,301332089,"not thought over and arranged systematically in the mind; not absorbed or assimilated mentally; ""an undigested mass of facts gathered at random""",undigested
thlzl9nrrv_hiya.mp4,undignified,4,300721201,lacking dignity,undignified
ob8nghkg1e_hiya.mp4,undiluted,4,300006289,"not mixed; ""pure oxygen""","pure, undiluted, unmixed"
f9kh6lnaka_hiya.mp4,undiminished,4,301469939,"not lessened or diminished; ""unrelieved suffering""","undiminished, unrelieved"
fxo4wstj0q_hiya.mp4,undimmed,4,300283276,"not made dim or less bright; ""undimmed headlights""; ""surprisingly the curtain started to rise while the houselights were still undimmed""","bright, undimmed"
sx5fsxgbay_hiya.mp4,undiplomatic,4,300727672,not skilled in dealing with others,undiplomatic
892omghedb_hiya.mp4,undirected,4,301849410,aimlessly drifting,"adrift, afloat, aimless, directionless, planless, rudderless, undirected"
wu51z1sup4_hiya.mp4,undiscerning,4,300739702,lacking discernment,undiscerning
xlj8z9vavi_hiya.mp4,undischarged,4,301375836,"still capable of exploding or being fired; ""undischarged ammunition""; ""an unexploded bomb""","undischarged, unexploded"
busjwshkmx_hiya.mp4,undisciplined,4,300574211,"lacking in discipline or control; ""undisciplined behavior""; ""ungoverned youth""","undisciplined, ungoverned"
8lzgybcspi_hiya.mp4,undiscoverable,4,300708809,not able to be ascertained; resisting discovery,"unascertainable, undiscoverable"
9sdna9bwmv_hiya.mp4,undiscovered,4,301330201,"not yet discovered; ""undiscovered islands""","undiscovered, unexplored"
icodmueb8c_hiya.mp4,undisguised,4,301652222,"plain to see; ""undisguised curiosity""",undisguised
uygukxq4oi_hiya.mp4,undismayed,4,301926921,"unshaken in purpose; ""wholly undismayed by the commercial failure of the three movies he had made""","undaunted, undismayed, unshaken"
laafzkd5se_hiya.mp4,undisposed,4,,,
jdzfqhxnmi_hiya.mp4,undisputable,4,300691006,"not open to question; obviously true; ""undeniable guilt""; ""indisputable evidence of a witness""","incontestable, indisputable, undisputable"
ijtjqimm9g_hiya.mp4,undisputed,4,300575593,"generally agreed upon; not subject to dispute; ""the accepted interpretation of the poem""; ""an accepted theory""","accepted, undisputed"
y34r3zydwj_hiya.mp4,undissolved,4,301456745,"retaining a solid form; ""undissolved sugar in the bottom of the cup""",undissolved
4ssjff3xzs_hiya.mp4,undistinguished,4,301241116,not worthy of notice,"insignificant, undistinguished"
yllr6ininf_hiya.mp4,undistorted,4,301262504,"without alteration or misrepresentation; ""his judgment was undistorted by emotion""",undistorted
perh5itfuq_hiya.mp4,undistributed,4,300751937,(of investments) not distributed among a variety of securities,undistributed
rq5h4c3eey_hiya.mp4,undisturbed,4,301688698,"peaceful without disturbance; ""the undisturbed tenor of their life""",undisturbed
mkumurtoyu_hiya.mp4,undivided,4,302081268,"not shared by or among others; ""undivided responsibility""",undivided
1dski4awvz_hiya.mp4,undock,4,201267023,"take out of a dock; ""undock the ship""",undock
ikgxesppk2_hiya.mp4,undocumented,4,300754198,"lacking necessary documents (as for e.g. permission to live or work in a country); ""undocumented aliens""; ""undocumented tax deductions""",undocumented
u5vaywpdiy_hiya.mp4,undoing,4,100222868,an act that makes a previous act of no effect (as if not done),undoing
dxjdvvcdfm_hiya.mp4,undomesticated,4,300997316,"unaccustomed to home life; ""after years of marriage he remained essentially undomesticated""",undomesticated
x7ebrpa404_hiya.mp4,undoubted,4,301857593,"accepted without question; ""undoubted evidence""","unchallenged, undisputed, undoubted, unquestioned"
ff2dmeg5mn_hiya.mp4,undoubtedly,4,400079786,"with certainty; ""it''s undoubtedly very beautiful""","beyond_any_doubt, beyond_question, doubtless, undoubtedly, without_doubt"
62lgvakxyk_hiya.mp4,undramatic,4,300762501,"lacking dramatic force and quality; ""moved with quiet force and undramatic bearing""",undramatic
cvsv3d32kg_hiya.mp4,undrape,4,201300279,strip something of drapery,undrape
8ftcrsgufz_hiya.mp4,undreamed,4,300615704,not imagined even in a dream,"undreamed, undreamed_of, undreamt, undreamt_of, unimagined"
i7rt7z82yh_hiya.mp4,undress,104,200048143,"get undressed; ""please don''t undress in front of everybody!""; ""She strips in front of strangers every night for a living""","discase, disrobe, peel, strip, strip_down, uncase, unclothe, undress"
bmvufcczrp_hiya.mp4,undue,4,300143093,"not yet payable; ""an undue loan""","not_due, undue"
xslmj0fm5d_hiya.mp4,unduly,4,400493047,"to an undue degree; ""she was unduly pessimistic about her future""",unduly
ttziip7kkh_hiya.mp4,undying,4,301507307,"never dying; ""his undying fame""","deathless, undying"
p7svr76bhh_hiya.mp4,unearned,4,300786911,"not gained by merit or labor or service; ""accepted the unearned rewards that came his ways as well as the unearned criticism""; ""unearned income""; ""an unearned run""",unearned
xtjqryksor_hiya.mp4,unearth,4,202220519,"bring to light; ""The CIA unearthed a plot to kill the President""",unearth
ihqgvpaqhd_hiya.mp4,unearthliness,4,,,
mm7h8hlwhe_hiya.mp4,unease,4,104660438,the trait of seeming ill at ease,"disquiet, unease, uneasiness"
5ougl9qpmc_hiya.mp4,uneaten,4,300560733,"not eaten or used up; ""gave the dog the uneaten remnants of the roast""",uneaten
uugd0b8qfx_hiya.mp4,uneconomic,4,302335019,wasteful of resources,"uneconomic, uneconomical"
ssybpdgazb_hiya.mp4,uneducated,4,300796378,not having a good education,uneducated
nwwzjgf1b6_hiya.mp4,unembarrassed,4,300161706,"not embarrassed; ""a tinseled charm and unabashed sentimentality""- Jerome Stone; ""an unembarrassed greeting as if nothing untoward had happened""","unabashed, unembarrassed"
j2oyi6frhf_hiya.mp4,unembodied,4,300601070,"not having a material body; ""bodiless ghosts""","bodiless, discorporate, disembodied, unbodied, unembodied"
h9e9n2sy4a_hiya.mp4,unemployable,4,300829519,"not acceptable for employment as a worker; ""his illiteracy made him unemployable""",unemployable
y1xymq45pg_hiya.mp4,unemployed,4,300828773,"not engaged in a gainful occupation; ""unemployed workers marched on the capital""",unemployed
xwlp0evslb_hiya.mp4,unenclosed,4,300532106,of livestock and domestic poultry; permitted to graze or forage rather than being confined to a feedlot,"free-range, unenclosed"
xsrpikctbo_hiya.mp4,unencumbered,4,300833122,"free of encumbrance; ""inherited an unencumbered estate""",unencumbered
8mmhlgaigi_hiya.mp4,unenforced,4,300530284,"not enforced; not compelled especially by legal or police action; ""too many unenforced laws can breed contempt for law""",unenforced
rcvxhlw08e_hiya.mp4,unenlightened,4,300796833,"lacking general education or knowledge; ""an ignorant man""; ""nescient of contemporary literature""; ""an unlearned group incapable of understanding complex issues""; ""exhibiting contempt for his unlettered companions""","ignorant, nescient, unenlightened, unlearned, unlettered"
t0pw3py1xo_hiya.mp4,unenlightening,4,301257801,"failing to enlighten or clarify; ""an unilluminating report""","unenlightening, unilluminating"
2dlqqlmi9l_hiya.mp4,unenterprising,4,300848044,lacking in enterprise; not bold or venturesome,"nonenterprising, unenterprising"
0snmeqdhap_hiya.mp4,unenthused,4,,,
poj8nfknc8_hiya.mp4,unenviable,4,300715464,"hard to deal with; especially causing pain or embarrassment; ""awkward (or embarrassing or difficult) moments in the discussion""; ""an awkward pause followed his remark""; ""a sticky question""; ""in the unenviable position of resorting to an act he had planned","awkward, embarrassing, sticky, unenviable"
nnzml2rghm_hiya.mp4,unequaled,4,300478200,"radically distinctive and without equal; ""he is alone in the field of microbiology""; ""this theory is altogether alone in its penetration of the problem""; ""Bach was unique in his handling of counterpoint""; ""craftsmen whose skill is unequaled""; ""unparallele","alone, unequaled, unequalled, unique, unparalleled"
lukfwqvgvr_hiya.mp4,unequaler,4,,,
zoavg20n1c_hiya.mp4,unequipped,4,301050434,"without necessary physical or intellectual equipment; ""guerrillas unequipped for a pitched battle""; ""unequipped for jobs in a modern technological society""",unequipped
0jipbaqbkk_hiya.mp4,unequivocal,4,300900088,"clearly defined or formulated; ""the plain and unequivocal language of the laws""- R.B.Taney","definitive, unequivocal"
ubybyizrf9_hiya.mp4,unerring,4,300923133,"not liable to error; ""the Church was...theoretically inerrant and omnicompetent""-G.G.Coulton; ""lack an inerrant literary sense""; ""an unerring marksman""","inerrable, inerrant, unerring"
sk8yabakh5_hiya.mp4,unessential,4,300863955,not basic or fundamental,"inessential, unessential"
0in0zfqung_hiya.mp4,unestablished,4,301585397,"not established; ""a reputation as yet unestablished""",unestablished
mkhufhbmmh_hiya.mp4,unethical,4,300866461,"not conforming to approved standards of social or professional behavior; ""unethical business practices""",unethical
a489bvluu7_hiya.mp4,unevaluated,4,,,
ppciz8ajjq_hiya.mp4,unevener,4,,,
gtpwwbhbae_hiya.mp4,uneventful,4,300770481,"marked by no noteworthy or significant events; ""an uneventful life""; ""the voyage was pleasant and uneventful""; ""recovery was uneventful""",uneventful
lfdbh2ltit_hiya.mp4,unexampled,4,300134091,"having no previous example or precedent or parallel; ""a time of unexampled prosperity""","new, unexampled"
ixlqraf9im_hiya.mp4,unexceptionable,4,300018743,"completely acceptable; not open to exception or reproach; ""two unexceptionable witnesses""; ""a judge''s ethics should be unexceptionable""","unexceptionable, unimpeachable"
vp310yymjb_hiya.mp4,unexcitable,4,300878363,"not easily excited; ""an unexcitable temperament""",unexcitable
lhfvudqwho_hiya.mp4,unexciting,4,300881563,"not exciting; ""an unexciting novel""; ""lived an unexciting life""",unexciting
c6w7ursks6_hiya.mp4,unexcused,4,302284960,"not excused; ""too many unexcused absences""",unexcused
mv0kzg0aay_hiya.mp4,unexpended,4,300885462,"not used up; ""leftover meatloaf""; ""she had a little money left over so she went to a movie""; ""some odd dollars left""; ""saved the remaining sandwiches for supper""; ""unexpended provisions""","left, leftover, left_over, odd, remaining, unexpended"
ttl1q0bjmv_hiya.mp4,unexpired,4,300897686,"not having come to an end or been terminated by passage of time; ""elected to fill the senator''s unexpired term""; ""an unexpired driver''s license""",unexpired
nzutvlfiml_hiya.mp4,unexplainable,4,300899245,"not to be accounted for or explained; ""perceptible only as unaccountable influences that hinder progress""; ""an unexplainable fear""","unaccountable, unexplainable"
juednyiumj_hiya.mp4,unexplained,4,301560784,"not explained; ""accomplished by some unexplained process""",unexplained
5wijqjnvy3_hiya.mp4,unexploded,4,301375836,"still capable of exploding or being fired; ""undischarged ammunition""; ""an unexploded bomb""","undischarged, unexploded"
ne0qwe3kr8_hiya.mp4,unexploited,4,300901960,"undeveloped or unused; ""vast unexploited (or undeveloped) natural resources""","undeveloped, unexploited"
t6utfrqnqr_hiya.mp4,unexplored,4,301330201,"not yet discovered; ""undiscovered islands""","undiscovered, unexplored"
zyj74mbj6f_hiya.mp4,unexposed,4,,,
bke4ibhmfm_hiya.mp4,unexpressed,4,300901452,"not made explicit; ""the unexpressed terms of the agreement""; ""things left unsaid""; ""some kind of unspoken agreement""; ""his action is clear but his reason remains unstated""","unexpressed, unsaid, unspoken, unstated, unuttered, unverbalised, unverbalized, unvoiced"
hhm7j0uiac_hiya.mp4,unexpurgated,4,300317843,"not having material deleted; ""volumes of the best plays, unexpurgated""- Havelock Ellis",unexpurgated
s5x8waqfoz_hiya.mp4,unfading,4,301507199,of an imaginary flower that never fades,"amaranthine, unfading"
eenn67wwoo_hiya.mp4,unfair,4,301669288,showing favoritism,"partial, unfair"
yezdealtbi_hiya.mp4,unfairer,4,,,
9e0tbu5nza_hiya.mp4,unfaithful,4,300917973,"not true to duty or obligation or promises; ""an unfaithful lover""",unfaithful
kpsg6pyoky_hiya.mp4,unfamiliar,4,300924237,"not known or well known; ""a name unfamiliar to most""; ""be alert at night especially in unfamiliar surroundings""",unfamiliar
y3jvkum2jk_hiya.mp4,unfashionable,4,300930896,"not in accord with or not following current fashion; ""unfashionable clothes""; ""melodrama of a now unfashionable kind""","unfashionable, unstylish"
9jvtinhyas_hiya.mp4,unfasten,4,201304771,"cause to become undone; ""unfasten your belt""",unfasten
dtp7oiyjxw_hiya.mp4,unfavorable,4,300952196,"not encouraging or approving or pleasing; ""unfavorable conditions""; ""an unfavorable comparison""; ""unfavorable comments""","unfavorable, unfavourable"
x8clnscn2k_hiya.mp4,unfeasible,4,301763585,"not capable of being carried out or put into practice; ""refloating the sunken ship proved impracticable because of its fragility""; ""a suggested reform that was unfeasible in the prevailing circumstances""","impracticable, infeasible, unfeasible, unworkable"
0agvezlmbx_hiya.mp4,unfed,4,301054476,"not given support; ""a grudge that remained unfed""",unfed
llmkjfgoxn_hiya.mp4,unfeminine,4,301434887,"not suitable for a woman; ""an unfeminine depth of voice""",unfeminine
d41lrqkxtb_hiya.mp4,unfertilized,4,300959038,"not having been fertilized; ""an unfertilized egg""","unfertilised, unfertilized, unimpregnated"
ghopspqldo_hiya.mp4,unfetter,4,,,
qsfnobxr03_hiya.mp4,unfilled,4,301043094,"not filled; ""an unfilled bottle""; ""unfilled spaces""",unfilled
h9b29volez_hiya.mp4,unfiltered,4,,,
qdtiatnvdk_hiya.mp4,unfinished,104,301660830,"lacking a surface finish such as paint; ""bare wood""; ""unfinished furniture""","bare, unfinished"
oimo0hsoxz_hiya.mp4,unfirm,4,300476047,"(of soil) unstable; ""shifting sands""; ""unfirm earth""","shifting, unfirm"
yc20j4crug_hiya.mp4,unfit,4,200292033,"make unfit or unsuitable; ""Your income disqualifies you""","disqualify, indispose, unfit"
xdqymkvkzm_hiya.mp4,unfix,4,,,
qmsk735j0m_hiya.mp4,unflappability,4,,,
jbn0prddv0_hiya.mp4,unflattering,4,300868711,"tending to reveal or represent unfavorably; ""an unflattering portrait""; ""the full unflattering light of morning""- Walter de la Mare",unflattering
lalk1k9mqp_hiya.mp4,unflavored,4,302314558,without flavoring added,"nonflavored, nonflavoured, unflavored, unflavoured"
xlj5hnr167_hiya.mp4,unfledged,4,301051430,"(of birds) not yet having developed feathers; ""a small unfledged sparrow on the window sill""","immature, unfledged"
wigifokgtx_hiya.mp4,unflinching,4,300086505,not shrinking from danger,"unblinking, unflinching, unintimidated, unshrinking"
hjw0yhil9c_hiya.mp4,unfocused,4,300514563,"not concentrated at one point or upon one objective; ""diversity...in our huge unfocused country""- Owen Wister","unfocused, unfocussed"
8zxkgiv5ef_hiya.mp4,unfold,4,201996565,"extend or stretch out to a greater or the full length; ""Unfold the newspaper""; ""stretch out that piece of cloth""; ""extend the TV antenna""","extend, stretch, stretch_out, unfold"
w3upxehyyv_hiya.mp4,unforced,4,300804388,"not resulting from undue effort; not forced; ""a voice with a pleasingly unforced quality""; ""his playing is facile and unstrained""","unforced, unstrained"
64pw5bc74x_hiya.mp4,unforeseeable,4,301781952,"incapable of being anticipated; ""unforeseeable consequences""",unforeseeable
6qdtl9i6eg_hiya.mp4,unforeseen,4,300889358,"not anticipated; ""unanticipated and disconcerting lines of development""- H.W.Glidden; ""unforeseen circumstances""; ""a virtue unlooked-for in people so full of energy""; ""like a bolt out of the blue""","out_of_the_blue, unanticipated, unforeseen, unlooked-for"
urchyknlck_hiya.mp4,unforgettable,4,300997639,impossible to forget,unforgettable
vlnd0lyzpm_hiya.mp4,unforgiving,4,300998612,"unwilling or unable to forgive or show mercy; ""a surly unforgiving old woman""",unforgiving
nojjjgux2v_hiya.mp4,unforgotten,4,,,
wiizt6zxj0_hiya.mp4,unfortified,4,,,
bfeumfcoak_hiya.mp4,unfortunate,104,301007340,"not favored by fortune; marked or accompanied by or resulting in ill fortune; ""an unfortunate turn of events""; ""an unfortunate decision""; ""unfortunate investments""; ""an unfortunate night for all concerned""",unfortunate
syjywcojzr_hiya.mp4,unfortunately,104,400042953,"by bad luck; ""unfortunately it rained all day""; ""alas, I cannot stay""","alas, regrettably, unfortunately, unluckily"
imzjpbrk1d_hiya.mp4,unfounded,4,302272912,"without a basis in reason or fact; ""baseless gossip""; ""the allegations proved groundless""; ""idle fears""; ""unfounded suspicions""; ""unwarranted jealousy""","baseless, groundless, idle, unfounded, unwarranted"
6ubi2z3o7l_hiya.mp4,unfrequented,4,300022022,"separated from or unfrequented by others; remote or secluded; ""a lonely crossroads""; ""a solitary retreat""; ""a trail leading to an unfrequented lake""","lonely, solitary, unfrequented"
ptwe5sryza_hiya.mp4,unfriendlier,4,,,
